NOMBRE DEL PLATILLO|ORIGEN_Platillo|RENDIMIENTO (PERSONAS)_Platillo|PREPARACIÓN (MIN)_Platillo|COCCIÓN (MIN)_Platillo|REPOSO (MIN)_Platillo|REFRIGERACIÓN (MIN)_Platillo|CONGELACIÓN (MIN)_Platillo|DIFICULTAD_Platillo|COSTO_Platillo|TIPO_Platillo|Epoca_Platillo|Categoría_Platillo|Ingrediente|num_Platillos|Categoría_Ingrediente|Epoca_Ingrediente|Origen_Ingrediente|Destino_Ingrediente|Estado_Ingrediente|Cultura_prehispánica_Ingrediente|Nota_cultural_Ingrediente
HA SIKIL P AK|YUCATAN|8|10|0|0|0|0|2|1|Especialidades Regionales|México Prehispánico (Antes de 1521)|Salsas y aderezos|ALCAPARRA|12|Condimentos, Aceites y Endulzantes|Influencia europea / Porfiriato (1821 - 1910)|Italia|CDMX|CDMX|Italia|Botón floral encurtido; da sabor a salsas como la veracruzana.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|POLLO|37|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|No existía en Mesoamérica; se masificó su consumo en el siglo XX.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|MASA DE MAÍZ|30|Harinas y Masas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|El secreto está en la cal. La nixtamalización transforma el maíz en nutrición.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|ACHIOTE|12|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Se usaba como tinte corporal, repelente y condimento. Sagrado y rojo.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|NARANJA|43|Frutas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Las primeras naranjas dulces llegaron vía Cuba y se adaptaron muy bien.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|OREGANO|63|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Italia|Puebla|Puebla|Italia|En México se usa una variedad local más fuerte que la europea.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|CLAVO|36|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Indonesia|Veracruz|Veracruz|Indonesia|En la Edad Media, valía su peso en oro; da aroma a moles y dulces.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|PIMIENTA|145|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|En la Edad Media valía más que el oro; llegó por vía marítima.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|COMINO|40|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Egipto|Puebla|Puebla|Egipto|Se usaba en embalsamamientos; hoy da sabor a adobos y chorizos.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|CHILE SECO|5|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Guerrero|Guerrero|Guerrero|Mexica|Generalización para chiles deshidratados. El alma de la salsa.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|CALDO DE CERDO Y POLLO|1|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|Puebla|Puebla|Puebla|Mestiza|Se mezcla en pozoles y tamales; combinación casera muy común.
MUCBIPOLLO|YUCATAN|20|50|130|0|0|0|2|2|Tamales|Conquista y Virreinato (1521 – 1821)|Tamales|PLATANO|17|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Filipinas|Veracruz|Veracruz|Filipinas|Llegó por el Galeón de Manila; ahora parte del desayuno mexicano.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CAZON|3|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Campeche|Campeche|Campeche|Maya|Tiburón pequeño que se sirve en panuchos y empanadas costeñas.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|NARANJA|43|Frutas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Las primeras naranjas dulces llegaron vía Cuba y se adaptaron muy bien.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|CHILTOMATE|2|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Salsa cocida de jitomate y chile; se acompaña con huevos o frijoles.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|MAÍZ|66|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Olmeca|Según el Popol Vuh, los dioses crearon al hombre del maíz. Sin maíz no hay país.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|FRIJOL|33|Leguminosas, Semillas y Nueces|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Junto al maíz y el chile forma la “tríada mesoamericana” alimentaria.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
PAN DE CAZON|YUCATAN|6|45|20|0|0|0|2|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Pescados y mariscos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|FRIJOL|33|Leguminosas, Semillas y Nueces|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Junto al maíz y el chile forma la “tríada mesoamericana” alimentaria.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|VINAGRE BLANCO|18|Condimentos, Aceites y Endulzantes|Influencia europea / Porfiriato (1821 - 1910)|Alemania|CDMX|CDMX|Alemania|Su origen es medieval; útil en escabeches y limpieza doméstica.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|CHILE HABANERO|14|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Uno de los más picantes del mundo. Su picor llega sin avisar.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|MAÍZ|66|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Olmeca|Según el Popol Vuh, los dioses crearon al hombre del maíz. Sin maíz no hay país.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|POLLO|37|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|No existía en Mesoamérica; se masificó su consumo en el siglo XX.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|LECHUGA|22|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Italia|Puebla|Puebla|Italia|Cultivada en conventos; símbolo de frescura y limpieza espiritual.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
PANUCHOS|YUCATAN|8|60|90|0|0|0|3|2|Antojitos|Conquista y Virreinato (1521 – 1821)|Antojitos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|CALABAZA|47|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se usaban la pulpa, las semillas y hasta las cáscaras como utensilios.
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|HUEVO|76|Lácteos y Huevos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|El huevo de gallina no existía en América antes de la Conquista.
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|CHILE HABANERO|14|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Uno de los más picantes del mundo. Su picor llega sin avisar.
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|EPAZOTE|60|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Edomex|Edomex|Edomex|Mexica|Se usaba para protegerse de males espirituales y evitar gases estomacales.
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|MAÍZ|66|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Olmeca|Según el Popol Vuh, los dioses crearon al hombre del maíz. Sin maíz no hay país.
PAPADZULES|YUCATAN|10|30|35|0|0|0|3|1|Antojitos|México Prehispánico (Antes de 1521)|Antojitos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|RECAUDO COLORADO|4|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Pasta de achiote con especias; se usa en cochinita y recados rojos.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|NARANJA|43|Frutas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Las primeras naranjas dulces llegaron vía Cuba y se adaptaron muy bien.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|ACEITE|106|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|El aceite de oliva fue esencial en la comida conventual.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|MERO|1|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Campeche|Campeche|Campeche|Maya|Pescado grande; se usa para filetes al mojo o empapelados.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|PLATANO|17|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|Filipinas|Veracruz|Veracruz|Filipinas|Llegó por el Galeón de Manila; ahora parte del desayuno mexicano.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|ESCABECHE|1|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Técnica de conservación con vinagre; aplicada a carnes y pescados.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|CHILE HABANERO|14|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Uno de los más picantes del mundo. Su picor llega sin avisar.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|AGUACATE|41|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Su nombre significa “testículo” en náhuatl por su forma. Afrodisiaco desde tiempos antiguos.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|FRIJOL|33|Leguminosas, Semillas y Nueces|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Junto al maíz y el chile forma la “tríada mesoamericana” alimentaria.
PESCADO TIKIN XIK|YUCATAN|10|20|15|180|0|0|2|3|Mariscos|México Prehispánico (Antes de 1521)|Pescados y mariscos|ARROZ|18|Granos y Cereales|Conquista y Virreinato (1521 – 1821)|China|Veracruz|Veracruz|China|Llegó por Filipinas; México es el mayor consumidor de arroz en América.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|MANDARINA|2|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|China|Veracruz|Veracruz|China|Fruta invernal traída por misioneros; base de aguas y dulces.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|LIMON|58|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|India|Colima|Colima|India|El limón persa fue traído por los españoles y crece mejor en la costa.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|CEBOLLA|238|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Irán|Puebla|Puebla|Irán|Se usaba como medicina en Egipto; llegó a México en la Colonia.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|JICAMA|4|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Morelos|Morelos|Morelos|Mexica|Su nombre viene del náhuatl xīcamatl, y se usaba en ritos de fertilidad.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|PEPINO|1|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|India|Veracruz|Veracruz|India|Traído por el Galeón; se come con chile y sal como botana fresca.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|CHILE CHILACA|3|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Durango|Durango|Durango|Mexica|Largo y verde; seco se vuelve pasilla. Su sabor es suave y terroso.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|ACEITE DE OLIVA|55|Condimentos, Aceites y Endulzantes|Conquista y Virreinato (1521 – 1821)|España|Puebla|Puebla|España|Se cultiva en México desde el siglo XVI, pero con restricción colonial.
PICO DE GALLO CON MANDARINA|YUCATAN|8|10|0|0|0|0|1|1|Especialidades Regionales|México Contemporáneo (1940 - Actualidad)|Salsas y aderezos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CALDO DE PESCADO|7|Carnes y Mariscos|México Prehispánico (Antes de 1521)|Veracruz|Veracruz|Veracruz|Totonaca|Se elabora con cabeza y espinas; reconfortante y lleno de mar.
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|AJO|195|Verduras y Hierbas|Conquista y Virreinato (1521 – 1821)|Kazajistán|Puebla|Puebla|Kazajistán|Muy valorado por su aroma y poder antibiótico natural.
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|JITOMATE|157|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Puebla|Puebla|Puebla|Mexica|Europa lo creyó venenoso por siglos. Hoy es base de cocina mundial gracias a Mesoamérica.
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CALABAZA|47|Verduras y Hierbas|México Prehispánico (Antes de 1521)|Oaxaca|Oaxaca|Oaxaca|Zapoteca|Se usaban la pulpa, las semillas y hasta las cáscaras como utensilios.
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|SAL|356|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Colima|Colima|Colima|Mexica|La sal era tan valiosa que se usaba como tributo y moneda entre culturas mesoamericanas.
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|ACHIOTE|12|Condimentos, Aceites y Endulzantes|México Prehispánico (Antes de 1521)|Yucatán|Yucatán|Yucatán|Maya|Se usaba como tinte corporal, repelente y condimento. Sagrado y rojo.
PIPIAN DE YUCATAN|YUCATAN|12|20|40|0|0|0|1|2|Moles|Conquista y Virreinato (1521 – 1821)|Moles y adobos|CERDO|119|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|España|Veracruz|Veracruz|España|Hernán Cortés trajo los primeros cerdos; transformaron la dieta mesoamericana.
POLLO PIBIL|YUCATAN|6|40|90|360|0|0|2|2|Pollo|Conquista y Virreinato (1521 – 1821)|Aves|POLLO|37|Carnes y Mariscos|Conquista y Virreinato (1521 – 1821)|China|CDMX|CDMX|China|No existía en Mesoamérica; se masificó su consumo en el siglo XX.
